1646314628,3598
1646315228,-2682
1646315228,1888
1646315471,4716
1646315812,3654
1646316011,3351
1646316915,3941
1646317029,1795
1646317803,1794
1646317977,3369
1646318154,1798
1646318666,1789
1646318734,1793
1646318913,6130
1646319365,4426
1646319370,4351
1646319764,3879
1646320452,1856
1646320959,1794
1646321054,6538
1646321167,3351
1646321853,4454
1646321862,3580
1646322059,6308
1646322702,3808
1646322742,6242
1646322972,3879
1646322988,6322
1646323778,3564
1646323796,3564
1646324594,4429
1646325341,1795
1646325347,3882
1646326371,4584
1646326907,6084
1646327293,3590
1646327639,3566
1646327921,3430
1646327959,3881
1646328292,5948
1646328458,3336
1646328983,3312
1646329032,3341
1646329678,1916
1646329774,1981
1646330240,5204
1646330863,1917
1646330974,3879
1646332261,4743
1646332677,3883
1646332696,5465
1646332990,1793
1646333119,1918
1646333401,3754
1646333917,-2722
1646333956,6183
1646334051,-2708
1646334190,6139
1646334435,3877
1646334544,3881
1646334748,1920
1646334895,5144
1646335080,3751
1646335245,3552
1646335373,3815
1646335517,1795
1646335591,3877
1646337130,3643
1646337178,3878
1646337223,3443
1646337225,3674
1646337419,3878
1646337439,3797
1646337803,3880
1646338072,3366
1646338116,3882
1646338184,3882
1646339368,3878
1646339398,4695
1646339408,3586
1646339855,3357
1646340133,3586
1646340213,1801
1646340508,3586
1646340535,1792
1646340624,3881
1646340796,-2705
1646340990,6457
1646341037,5162
1646341143,3883
1646341264,563
1646342144,3673
1646342336,-708
1646342590,1924
1646342645,6292
1646343034,3787
1646343038,6255
1646343499,3883
1646343953,4631
1646344892,6323
1646345331,6123
1646345500,3884
1646345553,3384
1646345756,3355
1646346201,6386
1646346222,3882
1646346304,3654
1646347053,1794
1646347555,5913
1646347626,1780
1646347788,3761
1646347810,1919
1646348163,3883
1646348195,3880
1646348449,-931
1646348914,3
1646349631,4473
1646350730,6469
1646351279,-530
1646351726,6348
1646352160,1920
1646354515,4619
1646354579,3590
1646354587,3602
1646354670,4773
1646355689,-2950
1646356042,3159
1646356664,4619
1646356829,1798
1646356837,1917
1646357207,205
1646358047,3878
1646358171,1916
1646358712,3882
1646358716,5239
1646358780,5241
1646359067,3807
1646359068,3807
1646359089,1924
1646359100,1923
1646359311,3882
1646359549,4539
1646361802,4477
1646361974,2717
1646361978,4609
1646362532,3883
1646362938,3643
1646362948,1804
1646363426,3336
1646363926,3883
1646363967,1916
1646364471,3360
1646365377,6294
1646365482,3350
1646365598,3817
1646366653,3880
1646367060,3348
1646367198,3746
1646367352,4643
1646368288,3554
1646368461,5187
1646368663,3752
1646368829,3883
1646368967,3766
1646369647,3341
1646370151,3765
1646370201,3366
1646370386,1946
1646370567,5201
1646370568,5204
1646370667,3643
1646370803,1918
1646370857,-722
1646370953,3764
1646371009,1795
1646371199,3359
1646371583,4432
1646371851,3882
1646372682,6309
1646373366,1914
1646373465,3764
1646373619,1913
1646374267,4689
1646374353,3763
1646374407,3764
1646374436,3859
1646374543,3405
1646374581,1913
1646374937,3765
1646374979,3942
1646375475,3764
1646376428,3879
1646376490,3348
1646377300,-738
1646377441,4394
1646378170,3881
1646378302,3765
1646378980,3883
1646379310,1924
1646379825,5186
1646380196,4474
1646380330,3815
1646380353,1790
1646380376,4474
1646380817,4151
1646381033,6148
1646381727,3858
1646381871,1938
1646382666,3883
1646382923,3414
1646382924,3413
1646383334,3412
1646384017,6262
1646384382,-5747
1646384955,5202
1646385047,3876
1646385986,3883
1646386209,6001
1646386472,1918
1646386907,3882
1646387120,1918
1646387185,6116
1646387367,4529
1646387692,6031
1646387737,3209
1646387789,4699
1646388028,3403
1646388211,3384
1646388224,3881
1646388263,3764
1646388341,3764
1646388342,6141
1646388493,3403
1646388641,3400
1646388738,3764
1646389055,3613
1646389660,3750
1646389761,3879
1646389869,6313
1646389994,3382
1646390319,3791
1646392391,3942
1646392978,3584
1646392990,4696
1646393097,3569
1646393429,6177
1646393658,3346
1646394561,3881
1646394682,3306
1646395254,3764
1646395830,1917
1646396188,1799
1646396672,4932
1646397140,-847
1646398062,6310
1646398271,1918
1646398589,5201
1646398590,5210
1646398616,1918
1646398746,3882
1646399027,3963
1646399159,1796
1646399787,4945
1646399872,3862
1646399948,6236
1646400043,3592
1646400305,3559
1646400310,3882
1646400448,3883
1646400482,3875
