1196611200,93500
1196697600,98000
1196784000,105600
1196870400,108500
1196956800,109000
1197216000,108500
1197302400,108400
1197388800,103500
1197475200,105000
1197561600,113000
1197820800,111000
1197907200,106000
1197993600,108800
1198080000,109000
1198425600,109000
1198598400,117400
1198684800,121000
1198771200,120000
1199030400,126000
1199116800,129755
1199203200,131000
1199289600,131000
1199376000,128270
1199635200,124000
1199721600,124000
1199808000,122000
1199894400,118010
1199980800,117000
1200240000,108000
1200326400,104010
1200412800,104500
1200499200,105100
1200585600,102300
1200844800,99000
1200931200,78000
1201017600,80000
1201104000,87500
1201190400,84900
1201449600,86000
1201536000,83000
1201622400,84770
1201708800,84000
1201795200,84300
1202054400,82600
1202140800,85150
1202227200,81115
1202313600,82000
1202400000,79810
1202659200,79200
1202745600,71500
1202832000,68500
1202918400,69500
1203004800,69500
1203264000,74700
1203350400,77900
1203436800,75800
1203523200,74000
1203609600,72530
1203868800,73000
1203955200,71325
1204041600,74000
1204128000,74300
1204214400,73800
1204473600,71000
1204560000,70100
1204646400,66600
1204819200,62500
1205078400,59000
1205164800,59900
1205251200,64000
1205337600,58500
1205424000,57500
1205683200,54800
1205769600,52200
1205856000,52000
1206288000,50200
1206374400,48000
1206460800,50100
1206547200,49510
1206633600,52000
1206892800,62010
1206979200,58000
1207065600,59995
1207152000,61000
1207238400,60500
1207497600,60000
1207584000,59175
1207670400,59000
1207756800,60200
1207843200,62200
1208188800,61200
1208275200,64695
1208361600,64475
1208707200,64000
1208793600,64000
1208880000,66500
1208966400,67000
1209052800,67200
1209312000,72000
1209398400,74040
1209484800,74210
1209657600,76400
1209916800,77400
1210003200,75000
1210089600,76000
1210176000,76100
1210262400,77500
1210521600,78000
1210608000,81200
1210694400,79000
1210780800,80000
1210867200,80000
1211212800,77500
1211299200,87500
1211385600,88800
1211472000,88400
1211731200,85000
1211817600,90120
1211904000,86960
1211990400,85000
1212076800,84000
1212336000,79500
1212422400,76000
1212508800,74500
1212595200,70000
1212681600,66870
1212940800,60800
1213027200,60635
1213113600,59740
1213200000,59990
1213286400,59510
1213545600,60500
1213632000,62000
1213718400,63300
1213804800,62000
1213891200,64400
1214150400,61945
1214236800,57400
1214323200,56250
1214409600,55800
1214496000,52500
1214755200,50000
1214841600,49500
1214928000,46100
1215014400,47000
1215100800,44005
1215360000,40000
1215446400,45900
1215532800,47000
1215619200,54500
1215705600,57840
1215964800,54000
1216051200,52000
1216137600,49550
1216224000,49000
1216310400,48510
1216569600,47700
1216656000,47500
1216742400,53000
1216828800,55720
1216915200,57500
1217174400,59000
1217260800,58000
1217347200,56500
1217433600,57000
1217520000,56800
1217779200,57490
1217865600,59500
1217952000,60000
1218038400,58000
1218124800,57300
1218384000,59000
