1534801415,281
1534801421,175
1534801427,156
1534801432,172
1534801438,128
1534801444,59
1534801450,195
1534801455,165
1534801460,348
1534801465,276
1534801471,155
1534801476,280
1534801482,128
1534801487,118
1534801493,233
1534801499,267
1534801504,279
1534801509,294
1534801515,352
1534801520,359
1534801526,0
1534801532,356
1534801538,352
1534801544,1
1534801550,340
1534801556,350
1534801562,353
1534801567,357
1534801573,359
1534801579,358
1534801584,0
1534801590,356
1534801596,357
1534801602,349
1534801607,347
1534801612,354
1534801618,0
1534801624,354
1534801630,4
1534801636,3
1534801642,0
1534801648,359
1534801654,359
1534801660,359
1534801666,341
1534801672,8
1534801678,342
1534801684,341
1534801690,3
1534801696,18
1534801702,15
1534801708,344
1534801714,351
1534801719,352
1534801724,0
1534801730,6
1534801736,3
1534801742,349
1534801748,354
1534801754,355
1534801760,348
1534801766,255
1534801772,271
1534801778,263
1534801784,258
1534801790,260
1534801796,260
1534801802,260
1534801808,257
1534801814,261
1534801819,262
1534801825,266
1534801831,299
1534801837,347
1534801842,355
1534801847,350
1534801852,338
1534801858,343
1534801864,341
1534801870,341
1534801876,336
1534801882,337
1534801887,347
1534801892,358
1534801898,355
1534801903,4
1534801908,27
1534801914,27
1534801919,13
1534801925,15
1534801931,15
1534801937,17
1534801942,19
1534801948,23
1534801954,10
1534801960,2
1534801966,5
1534801971,0
1534801976,359
1534801982,2
1534801988,1
1534801994,349
1534802000,342
1534802006,345
1534802012,353
1534802018,351
1534802024,349
1534802030,352
1534802036,355
1534802042,358
1534802048,1
1534802054,353
1534802059,4
1534802065,357
1534802071,358
1534802076,2
1534802081,12
1534802086,5
1534802092,13
1534802098,12
1534802104,359
1534802109,22
1534802114,15
1534802120,28
1534802126,28
1534802132,21
1534802138,8
1534802144,10
1534802150,9
1534802156,358
1534802162,354
1534802168,299
1534802174,290
1534802180,288
1534802186,287
1534802191,299
1534802197,303
1534802202,313
1534802208,310
1534802213,312
1534802219,309
1534802225,294
1534802230,285
1534802236,286
1534802241,284
1534802246,283
1534802252,260
1534802258,227
1534802264,269
1534802270,255
1534802276,253
1534802282,240
1534802288,208
1534802294,205
1534802300,215
1534802306,204
1534802312,213
1534802318,210
1534802324,199
1534802330,180
1534802336,194
1534802341,203
1534802347,215
1534802352,207
1534802358,207
1534802363,266
1534802368,309
1534802374,309
1534802380,309
1534802386,309
1534802391,309
1534802396,309
1534802402,309
1534802408,309
1534802413,309
1534802419,309
1534802424,309
1534802430,309
1534802436,309
1534802441,309
1534802447,309
1534802453,309
1534802458,309
1534802464,309
1534802470,309
1534802476,309
1534802482,309
1534802488,309
1534802494,309
1534802500,309
1534802506,309
1534802511,309
1534802516,309
1534802522,309
1534802528,309
1534802534,309
1534802540,309
1534802545,309
1534802550,309
1534802556,309
1534802562,309
1534802567,309
1534802573,309
1534802578,309
1534802584,309
1534802590,309
1534802596,309
1534802601,309
1534802606,309
1534802612,309
1534802618,309
1534802624,309
1534802630,309
1534802636,309
1534802641,309
1534802647,309
1534802652,309
1534802658,309
1534802663,309
1534802668,309
1534802674,309
1534802679,309
