1196611200,935
1196697600,980
1196784000,1056
1196870400,1085
1196956800,1090
1197216000,1085
1197302400,1084
1197388800,1035
1197475200,1050
1197561600,1130
1197820800,1110
1197907200,1060
1197993600,1088
1198080000,1090
1198425600,1090
1198598400,1174
1198684800,1210
1198771200,1200
1199030400,1260
1199116800,1297.55
1199203200,1310
1199289600,1310
1199376000,1282.7
1199635200,1240
1199721600,1240
1199808000,1220
1199894400,1180.1
1199980800,1170
1200240000,1080
1200326400,1040.1
1200412800,1045
1200499200,1051
1200585600,1023
1200844800,990
1200931200,780
1201017600,800
1201104000,875
1201190400,849
1201449600,860
1201536000,830
1201622400,847.7
1201708800,840
1201795200,843
1202054400,826
1202140800,851.5
1202227200,811.15
1202313600,820
1202400000,798.1
1202659200,792
1202745600,715
1202832000,685
1202918400,695
1203004800,695
1203264000,747
1203350400,779
1203436800,758
1203523200,740
1203609600,725.3
1203868800,730
1203955200,713.25
1204041600,740
1204128000,743
1204214400,738
1204473600,710
1204560000,701
1204646400,666
1204819200,625
1205078400,590
1205164800,599
1205251200,640
1205337600,585
1205424000,575
1205683200,548
1205769600,522
1205856000,520
1206288000,502
1206374400,480
1206460800,501
1206547200,495.1
1206633600,520
1206892800,620.1
1206979200,580
1207065600,599.95
1207152000,610
1207238400,605
1207497600,600
1207584000,591.75
1207670400,590
1207756800,602
1207843200,622
1208188800,612
1208275200,646.95
1208361600,644.75
1208707200,640
1208793600,640
1208880000,665
1208966400,670
1209052800,672
1209312000,720
1209398400,740.4
1209484800,742.1
1209657600,764
1209916800,774
1210003200,750
1210089600,760
1210176000,761
1210262400,775
1210521600,780
1210608000,812
1210694400,790
1210780800,800
1210867200,800
1211212800,775
1211299200,875
1211385600,888
1211472000,884
1211731200,850
1211817600,901.2
1211904000,869.6
1211990400,850
1212076800,840
1212336000,795
1212422400,760
1212508800,745
1212595200,700
1212681600,668.7
1212940800,608
1213027200,606.35
1213113600,597.4
1213200000,599.9
1213286400,595.1
1213545600,605
1213632000,620
1213718400,633
1213804800,620
1213891200,644
1214150400,619.45
1214236800,574
1214323200,562.5
1214409600,558
1214496000,525
1214755200,500
1214841600,495
1214928000,461
1215014400,470
1215100800,440.05
1215360000,400
1215446400,459
1215532800,470
1215619200,545
1215705600,578.4
1215964800,540
1216051200,520
1216137600,495.5
1216224000,490
1216310400,485.1
1216569600,477
1216656000,475
1216742400,530
1216828800,557.2
1216915200,575
1217174400,590
1217260800,580
1217347200,565
1217433600,570
1217520000,568
1217779200,574.9
1217865600,595
1217952000,600
1218038400,580
1218124800,573
1218384000,590
1218470400,595.1
1218556800,600
1218643200,600
1218988800,571
1219075200,575
1219161600,574.5
1219248000,582
1219334400,561
1219593600,585
1219680000,577
1219766400,575
1219852800,565
1219939200,563
1220198400,575
1220284800,597.7
1220457600,596.5
1220544000,580
1220803200,590
1220889600,585
1220976000,579
1221062400,584.9
1221148800,585
1221408000,540
1221494400,520
1221580800,545
1221667200,480
1221753600,471
1222012800,470
1222099200,445.3
1222185600,445.7
1222272000,449.5
1222358400,436.7
1222617600,431
1222704000,411
1222790400,432
1222963200,432
1223222400,429
1223308800,412.05
1223395200,409
1223568000,377
